date,open,high,low,close,volume
4/14/2008,230.932,231.0785,227.391,228.1537,3837812
4/15/2008,231.422,232.2252,224.1429,225.7189,4571867
4/16/2008,224.4864,231.4978,222.7689,229.8561,7618611
4/17/2008,230.1592,232.0484,225.5573,227.0828,13112690
4/18/2008,270.3586,276.6679,265.0849,272.4802,18232160
4/21/2008,272.4701,274.0866,267.8733,271.6619,7439534
4/22/2008,271.5507,283.3004,271.5457,280.3554,7937700
4/23/2008,281.8405,282.5326,273.2581,276.0566,4919215
4/24/2008,278.4813,280.0978,272.7883,274.3139,4134302
4/25/2008,277.3347,279.3451,274.1573,274.8291,4164336
4/28/2008,275.7485,281.2697,272.2731,278.9006,4001257
4/29/2008,278.249,284.5986,277.8347,282.1083,4344757
4/30/2008,283.9975,295.439,282.1083,290.0997,7901842
5/1/2008,292.1303,300.5259,291.4545,299.5913,6602692
5/2/2008,302.3242,304.3245,292.6304,293.6357,6999275
5/5/2008,302.5111,302.5818,296.5857,300.5107,6271422
5/6/2008,298.5406,299.0458,294.4995,296.1968,4627425
5/7/2008,298.1719,302.8293,291.1807,292.4789,6610818
5/8/2008,296.1159,297.6819,292.4334,294.5045,5119988
5/9/2008,292.4789,295.5098,288.5893,289.5491,4484269
5/12/2008,290.332,296.3938,287.382,295.4795,4863858
5/13/2008,296.1311,296.9999,292.2516,294.4995,5161817
5/14/2008,296.2624,298.6366,290.5846,291.115,4373348
5/15/2008,292.4789,294.4742,290.7665,293.4892,4342333
5/16/2008,293.7064,295.3481,292.1354,293.0195,4273894
5/19/2008,292.2516,297.4697,289.7107,291.7313,5604483
5/20/2008,290.2714,294.2368,289.4026,292.2768,3313253
5/21/2008,292.2364,293.6963,276.7638,277.8246,6466926
5/22/2008,278.8147,279.9564,272.9045,277.5569,5075539
5/23/2008,276.2941,279.3451,271.672,275.112,4430713
5/27/2008,275.2838,284.1945,274.7231,283.3358,3862984
5/28/2008,286.892,288.6853,283.4368,287.0435,4050009
5/29/2008,290.3522,295.9543,289.5491,294.4995,4844729
5/30/2008,294.7369,297.9951,293.6407,295.9139,3214070
6/2/2008,294.2469,294.9491,288.5742,290.4583,3670142
6/3/2008,291.216,293.2366,283.1893,286.5687,4305248
6/4/2008,285.5736,291.9738,285.1796,289.054,3363056
6/5/2008,291.509,297.0454,291.0695,296.1665,3920761
6/6/2008,292.8578,293.3477,286.4172,286.4172,4734229
6/9/2008,286.9526,287.9326,275.506,281.8052,5287972
6/10/2008,277.6074,282.2851,276.2031,279.9361,3655105
6/11/2008,280.9818,281.5375,275.0312,275.405,3812147
6/12/2008,277.2033,281.8709,276.2536,279.3199,5488887
6/13/2008,283.6338,290.8119,283.556,288.6954,6184316
6/16/2008,286.1646,292.5294,286.1646,289.3521,3542669
6/17/2008,291.1403,292.0091,287.1143,287.6598,3462788
6/18/2008,285.1593,287.4224,282.4568,284.0834,3378034
6/19/2008,280.5322,284.7906,278.2389,282.9822,5682905
6/20/2008,281.3556,281.3556,275.0564,276.0263,5982067
6/23/2008,275.4858,279.4209,273.7986,275.4101,3634622
6/24/2008,275.3747,278.4308,270.303,273.9401,4672059
6/25/2008,275.2888,281.7698,274.6321,278.3348,4121870
6/26/2008,274.8493,275.2686,266.8478,267.1307,5656142
6/27/2008,266.5549,267.7268,260.1951,266.7519,5412333
6/30/2008,268.9745,271.768,264.2211,265.9184,3762029
7/1/2008,262.4632,271.1214,261.1599,270.1161,4959511
7/2/2008,271.0153,272.9702,265.7365,266.2316,4222506
7/3/2008,268.1713,272.3893,266.4639,271.2628,2400686
7/7/2008,273.9401,277.3246,270.5556,274.7534,4254352
7/8/2008,275.8041,280.4514,272.7782,280.118,4932253
7/9/2008,278.2136,280.6989,273.147,273.5612,4150686
7/10/2008,275.304,277.5771,268.091,273.0662,4324508
7/11/2008,271.0102,272.5257,262.3874,269.6463,4977662
7/14/2008,272.2731,272.8106,260.3769,263.4937,4424755
7/15/2008,260.7962,266.4639,253.1281,260.7002,6070981
7/16/2008,259.6647,271.0102,257.927,270.5556,4739291
7/17/2008,269.8282,271.2881,264.9485,269.4645,8661049
7/18/2008,251.739,252.0572,241.5552,243.1363,11285400
7/21/2008,242.9141,244.5356,235.246,236.8119,5889709
7/22/2008,235.7612,242.5958,235.1957,241.0097,4690757
7/23/2008,243.2828,251.1732,241.5098,247.127,4891133
7/24/2008,250.9055,250.9913,240.257,240.257,3540294
7/25/2008,245.7479,249.1031,243.2273,248.5212,3183409
7/28/2008,248.5768,248.5768,240.0095,241.0147,3159251
7/29/2008,242.116,246.1369,241.4593,244.0406,2802691
7/30/2008,245.2478,245.5105,238.8376,243.8334,3486261
7/31/2008,239.7216,242.9191,238.1455,239.3124,2864634
8/1/2008,238.686,239.0447,233.6295,236.3371,3008013
8/4/2008,236.4674,238.9386,233.3264,233.8821,2479147
8/5/2008,236.2007,242.51,235.5642,242.3938,3573686
8/6/2008,241.6462,247.4048,238.686,245.6722,3375280
8/7/2008,243.4798,244.4901,240.6561,242.025,2762828
8/8/2008,242.5453,250.4256,240.2924,250.0518,3739231
8/11/2008,248.7687,257.0581,248.4202,252.9968,4237052
8/12/2008,253.5827,255.669,251.5622,253.8909,2750901
8/13/2008,253.3807,254.3607,249.481,252.5876,3622417
8/14/2008,251.4106,256.4166,250.6984,255.3457,2918127
8/15/2008,256.1034,257.9573,255.3507,257.6997,3545314
8/18/2008,257.5431,257.6239,250.3044,251.7137,3333823
8/19/2008,247.7382,251.7036,245.8187,247.7736,3046254
8/20/2008,249.9053,250.9004,243.7678,244.9953,3982097
8/21/2008,243.9446,247.4704,242.1008,245.7681,3507482
8/22/2008,248.2787,249.9841,247.2583,247.819,2297153
8/25/2008,245.556,251.057,243.2273,243.99,2013366
8/26/2008,244.2174,244.2174,237.7161,239.5195,3308185
8/27/2008,239.3023,239.858,234.8116,236.7008,4386370
8/28/2008,238.6759,240.6763,237.5848,239.3276,3028242
8/29/2008,237.2918,237.9283,233.5436,234.0286,3847874
9/2/2008,240.8379,243.5708,233.084,235.0187,6110120
9/3/2008,236.7766,239.5851,232.1545,234.5943,4314132
9/4/2008,232.3667,234.0033,227.0121,227.4465,4844167
9/5/2008,225.037,228.5558,222.3042,224.4106,4533175
9/8/2008,228.3356,228.8003,210.9233,212.1356,9013427
9/9/2008,213.7622,218.4146,209.6351,211.484,7227851
9/10/2008,214.4189,214.4239,206.9478,209.2108,6225452
9/11/2008,206.2759,219.7835,205.2808,219.1066,6469072
9/12/2008,217.3184,223.269,216.7072,221.0817,6027927
9/15/2008,214.1814,223.2589,214.0349,219.1622,6567030
9/16/2008,215.1715,226.9515,214.9341,223.7438,6973672
9/17/2008,221.4959,221.8293,208.8471,209.3775,9124044
9/18/2008,213.4944,221.8495,207.362,221.799,8586953
9/19/2008,232.8718,233.4123,223.9206,226.8858,10005610
9/22/2008,229.4015,229.4015,216.7072,217.283,4406009
9/23/2008,218.854,222.6628,215.0503,216.8436,5199159
9/24/2008,217.3841,224.7895,217.2679,219.7936,4241545
9/25/2008,221.6778,227.3152,220.2331,222.0617,5016986
9/26/2008,216.202,220.8291,212.6812,217.7377,5291803
9/29/2008,211.9133,213.9339,192.3137,192.4602,10758400
9/30/2008,200.0374,244.3032,200.0374,202.3206,9403743
10/1/2008,207.6903,210.6353,203.6239,207.9783,6231350
10/2/2008,207.0033,207.0993,194.9859,197.254,5982555
10/3/2008,200.7193,208.3722,193.5059,195.4456,7990085
10/6/2008,188.9141,189.9294,180.4176,187.5148,11219380
10/7/2008,188.5857,189.4192,174.4619,174.7852,11044210
10/8/2008,166.7786,181.342,164.7328,170.7945,11823580
10/9/2008,174.0325,176.0764,162.49,166.1826,8068709
10/10/2008,158.1912,172.704,156.7465,167.7081,10595800
10/13/2008,179.7255,192.9401,174.6538,192.4703,8903300
10/14/2008,198.7897,199.2797,180.3367,183.2211,7830017
10/15/2008,179.1496,181.347,171.1582,171.33,6720499
10/16/2008,168.092,180.0842,156.312,178.3263,16066790
10/17/2008,191.4297,194.9859,183.6454,188.1867,14238380
10/20/2008,191.8288,192.4501,181.6451,191.6116,6736001
10/21/2008,188.1109,193.8645,182.8625,183.2413,5758076
10/22/2008,180.3317,186.747,173.7698,179.6649,6555940
10/23/2008,178.6445,180.8419,170.7339,177.9727,6477829
10/24/2008,164.9147,177.0381,164.0408,171.3906,7358627
10/27/2008,169.1276,173.2647,164.4752,166.4402,6199319
10/28/2008,171.2694,186.5551,165.9452,186.2722,8104844
10/29/2008,184.777,187.4088,177.9979,180.8419,9754602
10/30/2008,186.1257,187.9139,181.0288,181.6956,7986465
10/31/2008,179.9124,187.8936,178.9577,181.5289,7413362
11/3/2008,180.6297,183.3625,172.4716,175.0277,5952049
11/4/2008,178.5384,188.0958,174.5276,185.3579,7348355
11/5/2008,182.9382,186.3379,172.411,172.8808,6943252
11/6/2008,171.7341,173.982,164.5813,167.3141,8256077
11/7/2008,168.2739,172.3302,164.3393,167.2737,4678552
11/10/2008,165.6875,166.417,156.3272,161.0301,8078231
11/11/2008,155.9332,159.7773,151.8067,157.3324,10146310
11/12/2008,152.579,157.8527,145.3605,146.9972,10042290
11/13/2008,147.3861,158.1104,141.4406,157.6456,13232750
11/14/2008,153.1852,164.167,152.8366,156.605,9513096
11/17/2008,153.0589,156.6757,150.5079,151.6041,7543292
11/18/2008,152.3365,153.4277,144.1431,150.2402,8341518
11/19/2008,149.2148,151.6394,140.7233,141.5315,7834018
11/20/2008,138.8593,142.9257,130.8527,131.1154,9777073
11/21/2008,132.6056,136.0709,124.9223,132.5652,10243060
11/24/2008,136.0153,136.3639,125.7861,130.0445,10043440
11/25/2008,135.7223,144.8048,135.0353,142.4761,10769330
11/26/2008,141.582,149.2501,139.521,147.5478,6354981
11/28/2008,146.785,149.7502,145.6232,147.9872,2566368
12/1/2008,144.8149,145.1685,134.36,134.3635,5709371
12/2/2008,136.2527,140.3192,132.641,138.9704,5838681
12/3/2008,136.3134,142.1276,134.0351,141.1526,5904174
12/4/2008,139.6877,143.2035,135.7678,138.5815,4885874
12/5/2008,136.9044,143.5824,133.3684,143.4561,6519921
12/8/2008,146.487,156.312,142.4509,152.6093,8140261
12/9/2008,150.3766,160.6361,150.0331,154.5592,6888593
12/10/2008,156.211,159.0701,153.8217,155.9988,5235865
12/11/2008,153.6499,158.0497,150.4322,151.6546,6178111
12/12/2008,149.3764,159.8632,148.5126,159.5046,5716092
12/15/2008,158.6206,160.8836,154.1248,156.9334,6705532
12/16/2008,158.8782,166.4452,157.2365,164.3135,7180699
12/17/2008,160.9594,162.7223,157.8174,159.2419,5765700
12/18/2008,159.9794,161.8232,156.1453,156.7364,4762625
12/19/2008,157.095,160.53,156.0898,156.6808,5610860
12/22/2008,155.8675,156.3423,146.8103,150.0836,3917579
12/23/2008,151.7607,153.2155,149.8613,150.5433,3777667
12/24/2008,152.2911,154.7461,150.7251,153.0336,1921757
12/26/2008,153.5994,154.2005,150.6898,151.7253,1959023
12/29/2008,151.6546,152.2406,147.2901,150.2402,3701766
12/30/2008,151.9476,154.9835,150.8918,153.1145,3842490
12/31/2008,153.6651,157.1001,152.8619,155.4078,2886360
1/2/2009,155.8875,162.5657,154.3218,162.3132,3610253
1/5/2009,162.1515,167.3242,159.1206,165.7128,4888081
1/6/2009,168.2031,172.1529,164.8742,168.7487,6424176
1/7/2009,165.8492,167.1574,161.0149,162.6617,4494312
1/8/2009,160.7775,164.2681,160.3027,164.2681,3572227
1/9/2009,165.435,165.435,158.3124,159.156,4340449
1/12/2009,159.7824,161.116,156.7111,157.9538,3304088
1/13/2009,157.489,161.9495,156.7919,158.7771,4431438
1/14/2009,156.5949,158.5145,150.4069,152.0335,5466417
1/15/2009,150.316,153.3519,144.8705,151.0333,5934260
1/16/2009,154.0793,155.7109,149.3713,151.3768,5223173
1/20/2009,151.109,151.2909,142.8297,142.8297,5024577
1/21/2009,145.6585,153.3115,145.6585,153.0993,4905114
1/22/2009,150.5534,156.2666,149.0935,154.8269,8179716
1/23/2009,156.2262,167.6879,153.6752,164.0205,10718620
1/26/2009,164.0963,165.6875,161.9292,163.6013,4609946
1/27/2009,164.9046,168.6527,163.8033,167.4454,4922273
1/28/2009,170.7289,177.9777,169.8853,176.1289,7687581
1/29/2009,174.0426,174.3002,171.8048,173.4263,7281233
1/30/2009,174.1184,176.1945,169.7292,171.0067,4669028
2/2/2009,168.8649,174.275,167.7081,172.0372,5206458
2/3/2009,173.0475,173.2647,168.6318,171.9766,6551511
2/4/2009,171.7846,179.0436,171.33,173.2647,6809446
2/5/2009,172.2089,179.5184,170.2338,178.6799,7263833
2/6/2009,180.064,188.8282,179.5487,187.5502,7037741
2/9/2009,187.5502,192.4602,185.5397,191.3337,4970955
2/10/2009,189.9244,190.6922,180.7863,181.0995,7101305
2/11/2009,181.3218,184.3779,178.3161,180.8621,5225779
2/12/2009,178.397,183.6808,177.5483,183.3929,5542981
2/13/2009,182.9584,183.3625,179.4426,180.6802,4144203
2/17/2009,175.0378,175.3307,171.5927,173.093,5676837
2/18/2009,175.4065,178.5081,172.0119,178.3717,6020169
2/19/2009,180.5741,181.7511,172.4615,173.0828,4987716
2/20/2009,170.7642,176.2552,169.2235,175.0075,6216742
2/23/2009,175.2853,176.6997,166.4705,166.7281,5178393
2/24/2009,167.2131,176.6088,167.1474,174.5023,6095415
2/25/2009,172.8353,177.9625,171.2037,172.5777,6437530
2/26/2009,174.7599,178.0585,170.3147,170.3248,5604726
2/27/2009,168.188,173.6789,167.2585,170.7339,5419914
3/2/2009,168.3799,172.1028,164.6772,165.2632,5788439
3/3/2009,166.7332,168.5618,162.8335,164.4146,6500441
3/4/2009,163.2426,166.1927,159.3126,161.1008,7818150
3/5/2009,159.8683,161.1816,152.8771,154.3925,6520943
3/6/2009,155.1906,156.6909,148.6384,155.8726,7231892
3/9/2009,151.5334,154.8623,146.2142,146.9416,6920719
3/10/2009,150.6595,156.8475,148.6389,155.6705,6720247
3/11/2009,156.6454,161.6464,154.4278,160.5906,5920464
3/12/2009,160.4037,164.1721,158.4387,163.4295,5021093
3/13/2009,164.7278,165.4147,161.1564,163.8791,3897712
3/16/2009,164.6722,166.5614,160.9341,161.4898,4941471
3/17/2009,161.7373,169.3953,161.1867,169.3953,4711818
3/18/2009,169.1276,171.7493,165.7147,168.2638,5007560
3/19/2009,167.5465,169.7287,165.3743,166.6675,4106136
3/20/2009,166.8494,168.2082,164.849,166.7786,4737750
3/23/2009,168.4961,176.5229,168.2284,176.094,4250072
3/24/2009,175.0327,178.7405,173.7698,175.3686,3819902
3/25/2009,177.0028,177.4776,169.855,173.8052,4332229
3/26/2009,178.3818,181.4278,176.043,178.4626,5995078
3/27/2009,176.8007,177.809,174.5124,175.6389,3321365
3/30/2009,173.0364,173.6739,169.7565,173.1081,3092156
3/31/2009,176.2622,178.5738,174.869,175.8207,3648205
4/1/2009,173.6587,179.4477,172.0574,178.8668,3295902
4/2/2009,183.5242,186.7824,182.0138,183.115,4469119
4/3/2009,184.1253,187.7725,180.8419,186.7925,3774548
4/6/2009,185.3882,186.8127,182.5604,186.0146,3275864
4/7/2009,183.1655,183.7465,179.483,181.1702,3663089
4/8/2009,183.6202,184.3779,179.9377,182.8625,2762112
4/9/2009,186.651,189.101,185.0093,188.1665,3363184
4/13/2009,187.5755,191.5004,187.0552,191.0003,3037888
4/14/2009,190.4093,190.4346,184.681,186.353,3424530
4/15/2009,185.4387,192.4905,183.9536,191.7025,4917787
4/16/2009,192.7128,198.4714,192.4703,196.37,9926762
4/17/2009,194.996,201.967,194.3848,198.138,10729500
4/20/2009,195.0617,197.3349,189.8789,191.6015,4428645
4/21/2009,190.0204,194.1272,189.985,192.6976,3691273
4/22/2009,192.8391,197.0065,191.455,193.9049,3498189
4/23/2009,195.7487,196.8802,192.5158,194.3242,2587925
4/24/2009,195.0112,198.6129,192.2076,196.7489,3378573
4/27/2009,194.1474,196.7489,193.3442,194.9607,2290675
4/28/2009,193.8494,196.5266,192.733,193.8291,2938852
4/29/2009,194.9708,199.5171,194.9001,197.7491,3596951
4/30/2009,199.9161,203.9523,199.4312,200.0222,4355336
5/1/2009,199.5474,200.8406,197.7895,198.8705,2427531
5/4/2009,201.1335,203.2703,199.4262,203.0578,3200715
5/5/2009,202.0479,204.5837,200.6688,203.5683,2400696
5/6/2009,205.4879,206.2406,202.5631,203.8108,2632115
5/7/2009,204.1291,204.5786,198.2694,200.3455,2994807
5/8/2009,203.4976,207.1743,199.5322,205.7607,3861893
5/11/2009,203.4724,208.1197,202.6641,206.089,2557158
5/12/2009,207.1145,207.6095,199.5878,201.5579,3790638
5/13/2009,199.0726,200.2344,196.173,196.7741,2838887
5/14/2009,196.4003,198.1229,194.3242,195.7436,2934398
5/15/2009,197.5622,199.0827,196.5471,197.0065,3008501
5/18/2009,199.3958,200.6991,194.6828,200.4617,3351150
5/19/2009,200.0879,202.8864,198.5219,201.4922,2836496
5/20/2009,203.1137,204.9221,199.5322,200.6335,2277438
5/21/2009,200.1889,203.4926,198.9448,200.29,2719211
5/22/2009,200.3708,201.376,198.0171,198.7745,1716876
5/26/2009,197.9915,204.5837,197.0065,204.2604,3102343
5/27/2009,204.907,208.0482,204.4877,204.8666,3033725
5/28/2009,206.4426,207.9277,204.3867,207.3115,2666025
5/29/2009,208.1753,210.7631,207.463,210.7616,2641380
6/1/2009,211.5193,217.0102,211.4183,215.4746,3318269
6/2/2009,215.318,217.1921,213.8784,216.4041,2621872
6/3/2009,215.1917,218.4565,214.1814,218.0458,3531147
6/4/2009,219.8896,222.8901,219.4855,222.4052,3637253
6/5/2009,224.8248,225.9715,221.991,224.446,3678578
6/8/2009,222.0112,222.7285,219.2935,221.6424,3095752
6/9/2009,221.5465,222.5163,218.1014,220.0512,3254171
6/10/2009,220.3594,221.1979,215.5302,218.5257,3357435
6/11/2009,218.1064,219.0965,216.3889,216.7072,2862716
6/12/2009,215.6262,216.0505,212.7721,214.6058,2916180
6/15/2009,212.9186,212.9186,209.13,210.5292,3736073
6/16/2009,211.8123,212.7115,209.8473,210.1403,3049154
6/17/2009,210.2363,212.0194,207.8974,209.716,3489402
6/18/2009,209.9786,211.4991,208.6248,209.1603,3084923
6/19/2009,211.2566,212.3932,209.423,212.2063,4251476
6/22/2009,210.6202,210.8929,203.0127,205.7708,4119043
6/23/2009,205.4172,206.5992,203.3461,204.9272,2898969
6/24/2009,206.4729,208.2359,205.3717,206.7508,2455713
6/25/2009,205.594,210.0898,205.3465,210.0241,3041643
6/26/2009,208.9683,216.3182,208.6804,214.8482,3254985
6/29/2009,215.1917,216.101,213.2924,214.2522,2165926
6/30/2009,214.1814,215.803,211.2617,212.964,2593246
7/1/2009,214.2825,215.3938,211.2263,211.6507,2308461
7/2/2009,209.8422,209.8422,205.498,206.3466,2515484
7/6/2009,205.3414,207.4327,202.8965,206.9124,2262557
7/7/2009,206.2204,206.7002,200.0273,200.3556,3257252
7/8/2009,202.058,205.0888,201.078,203.3158,3441144
7/9/2009,205.1494,209.3573,204.9878,207.3064,3273257
7/10/2009,206.8947,210.8323,206.4527,209.332,2926459
7/13/2009,210.2282,214.4441,209.7261,214.333,4040134
7/14/2009,214.0349,215.5605,212.6003,214.53,2889936
7/15/2009,217.0406,221.597,216.4495,221.3393,3758962
7/16/2009,220.5867,225.1683,219.2834,223.5771,6453162
7/17/2009,218.7277,219.9805,215.5453,217.3386,6852829
7/20/2009,217.1517,218.6517,215.318,217.2982,3149914
7/21/2009,217.6871,218.1721,215.0503,216.1515,2965571
7/22/2009,216.202,217.3133,213.9289,216.0454,2586661
7/23/2009,216.5455,222.875,214.9392,220.9211,3476763
7/24/2009,220.1472,227.5627,219.738,225.6583,3620744
7/27/2009,225.3148,225.6735,221.0565,224.6885,2503640
7/28/2009,222.7689,223.6832,220.2937,222.188,2530780
7/29/2009,220.8645,221.1524,218.1645,220.3644,1983953
7/30/2009,223.5822,228.0578,223.5822,225.1128,3198347
7/31/2009,227.3051,228.6791,223.4913,223.8044,2860146
8/3/2009,226.6787,229.2853,226.1231,228.4316,2587139
8/4/2009,226.997,229.3358,226.5221,229.2014,2388618
8/5/2009,230.3461,230.8058,226.2443,227.8911,2340638
8/6/2009,229.4873,229.7803,226.5726,227.4971,2108417
8/7/2009,230.1794,232.0737,229.8359,230.9017,2540727
8/10/2009,229.9116,231.5635,229.2297,230.6542,1741259
8/11/2009,229.1691,230.9674,228.5164,229.3035,1711319
8/12/2009,230.048,233.2507,229.8005,231.6493,2340033
8/13/2009,233.4527,234.7509,231.816,233.5184,1992950
8/14/2009,233.771,233.973,230.7957,232.3667,1674663
8/17/2009,228.0729,228.3204,223.8401,224.7339,2613389
8/18/2009,224.84,226.1534,223.4357,224.9309,2349504
8/19/2009,222.2587,224.7895,221.5366,224.2692,2247983
8/20/2009,228.3255,233.4679,227.9365,232.5738,3992292
8/21/2009,235.1652,235.443,233.7053,235.0136,3560392
8/24/2009,236.0795,237.4636,234.6019,236.7766,2452739
8/25/2009,236.9786,239.6155,236.7715,238.1102,2339793
8/26/2009,238.8123,238.9335,235.7511,236.4078,1986147
8/27/2009,236.7008,236.7008,232.7354,235.4278,1997793
8/28/2009,237.0443,238.6153,234.074,234.7661,1771543
8/31/2009,232.2606,233.3062,231.3564,233.2102,1937227
9/1/2009,232.205,235.8117,229.5479,230.2253,2591805
9/2/2009,230.2551,231.5231,228.6235,228.8357,1803647
9/3/2009,230.2551,231.4827,229.8409,231.1139,1644675
9/4/2009,231.1392,233.68,230.2349,233.0233,1499113
9/8/2009,234.5337,235.8976,230.2653,231.6696,2653307
9/9/2009,231.8918,235.5339,231.7605,234.3721,2191940
9/10/2009,235.7259,237.8929,233.3769,237.8929,2532069
9/11/2009,237.6202,239.0851,236.2209,238.4991,1901261
9/14/2009,237.6757,240.8531,237.4434,240.0044,1974087
9/15/2009,239.9842,241.9189,238.787,241.2269,2396605
9/16/2009,242.3685,247.2028,241.7017,246.6572,2575642
9/17/2009,247.8089,251.2439,246.0813,248.3899,4477599
9/18/2009,250.9408,251.0469,248.1423,248.2585,3282265
9/21/2009,246.3794,252.0168,245.6116,251.057,2115865
9/22/2009,253.0372,253.5777,251.4662,252.0976,3033184
9/23/2009,252.9665,256.1085,251.4157,251.7945,2702134
9/24/2009,252.8099,253.2847,249.0364,250.9408,2525472
9/25/2009,249.6881,252.5371,248.5313,248.7738,2047022
9/28/2009,249.9659,253.3302,249.1855,251.8299,1839140
9/29/2009,252.335,252.4462,249.0415,251.8299,2097466
9/30/2009,252.5725,252.6432,246.1268,250.4761,3140268
10/1/2009,249.0364,250.7893,246.0056,246.1066,2808299
10/2/2009,244.3588,248.4,243.7829,244.7831,2598294
10/5/2009,246.3339,248.7485,244.1567,246.7734,2143286
10/6/2009,248.3798,252.2542,248.3798,251.936,2728107
10/7/2009,252.0673,262.1652,251.4662,261.4327,4868095
10/8/2009,262.4581,264.3171,259.3111,259.7354,4303277
10/9/2009,260.9831,263.4381,259.8971,260.7811,2734722
10/12/2009,264.4029,265.585,262.3319,264.7161,3317543
10/13/2009,264.8929,266.4437,263.3724,265.7618,3030984
10/14/2009,268.9695,270.5455,267.7268,270.4142,3247437
10/15/2009,269.6211,271.2123,266.3478,267.6813,6007594
10/16/2009,276.481,280.2291,275.0666,277.7539,8834204
10/19/2009,279.1885,279.6482,277.1882,278.8854,3216537
10/20/2009,278.6581,279.3199,273.1318,278.6985,4040960
10/21/2009,277.7842,282.5528,277.3246,278.3854,3669769
10/22/2009,277.8297,280.3554,276.8194,279.8957,2335244
10/23/2009,280.4817,281.8153,278.4359,279.6937,2392089
10/26/2009,280.7343,283.7096,278.2793,279.9564,2948578
10/27/2009,278.3197,280.1332,274.8796,276.9659,3215637
10/28/2009,276.7537,277.8297,271.8942,272.9298,2567043
10/29/2009,274.2987,278.7541,273.2834,278.3601,2520415
10/30/2009,277.8297,277.9156,269.8686,270.8183,3462692
11/2/2009,271.3032,272.5055,266.8382,269.7423,3198782
11/3/2009,267.7318,271.5154,266.8681,271.4093,2378150
11/4/2009,273.1824,275.5565,270.9698,272.9449,2332020
11/5/2009,274.5412,277.7135,274.124,277.1477,1842805
11/6/2009,276.678,278.7289,275.5565,278.3854,1826605
11/9/2009,280.5827,284.1844,279.9665,284.1491,2645849
11/10/2009,284.2602,287.3163,283.8914,286.2959,2227635
11/11/2009,288.1751,289.7006,285.8413,288.2155,2317187
11/12/2009,287.7103,289.3975,285.6594,286.8465,1885690
11/13/2009,287.5739,289.2005,286.2202,288.9681,1667172
11/16/2009,290.4583,291.4636,289.3369,291.1049,2198016
11/17/2009,290.3926,291.7212,289.8117,291.7161,1916549
11/18/2009,291.2918,292.3678,288.9782,291.2918,1546776
11/19/2009,289.837,289.9532,287.9326,289.443,2166467
11/20/2009,287.68,288.7408,287.6295,287.9144,2006102
11/23/2009,291.211,296.318,290.8927,294.1711,2545100
11/24/2009,294.2469,295.1511,291.2362,294.5449,1605197
11/25/2009,296.2197,296.5503,294.3429,295.8836,1461105
11/27/2009,288.9429,294.2267,288.4226,292.8628,1384523
11/30/2009,293.3023,294.8379,291.5242,294.4995,1724295
12/1/2009,297.0909,298.6518,294.4995,297.9698,2319783
12/2/2009,298.5305,299.556,296.126,296.7777,1662616
12/3/2009,297.5506,298.768,295.5098,295.8836,1428499
12/4/2009,299.561,300.4764,292.5698,295.5148,2513442
12/7/2009,295.1208,297.3738,293.4892,296.1412,1635837
12/8/2009,294.752,298.3689,293.9943,296.5453,1523645
12/9/2009,296.7726,297.697,294.7925,297.5404,1776582
12/10/2009,298.2578,300.4147,298.2426,298.7932,1667754
12/11/2009,300.3996,300.4349,296.8888,298.2931,1719953
12/14/2009,300.6825,301.7281,299.354,300.93,1911950
12/15/2009,299.7025,301.2583,298.5356,299.6216,2263326
12/16/2009,302.5363,303.2738,301.3897,301.9554,2808538
12/17/2009,301.2886,301.8948,299.9348,300.0258,2638311
12/18/2009,301.0815,302.5464,300.5612,301.2785,3526449
12/21/2009,302.0514,303.0061,300.8997,302.4201,2570408
12/22/2009,303.7638,303.8447,302.506,303.6527,1878798
12/23/2009,304.8549,309.5881,304.5266,308.987,2067638
12/24/2009,309.6185,312.9474,309.2853,312.422,858620
12/28/2009,314.0284,316.2157,312.422,314.6396,1696526
12/29/2009,315.5842,315.636,312.326,312.8868,1423462
12/30/2009,312.4321,314.5689,312.1846,314.5689,1464961
12/31/2009,315.5893,315.9176,313.1797,313.1797,1218368
1/4/2010,316.7006,317.9938,315.3317,316.5996,1954407
1/5/2010,316.8168,317.1502,313.9678,315.2054,3004159
1/6/2010,316.15,316.15,306.2997,307.2594,3976903
1/7/2010,307.8353,308.1384,299.3741,300.1066,6410515
1/8/2010,299.0458,304.7287,297.5859,304.1073,4723523
1/11/2010,305.3399,305.3399,300.0763,303.6477,7209505
1/12/2010,302.1171,302.1575,297.0252,298.278,4814570
1/13/2010,291.211,297.2172,289.9027,296.5655,6491382
1/14/2010,294.9541,300.1571,294.4035,297.9597,4236755
1/15/2010,298.8387,299.8338,291.994,292.984,5427637
1/19/2010,293.7367,298.2477,291.11,296.8332,4314830
1/20/2010,296.0048,296.0048,290.6048,293.1912,3246399
1/21/2010,294.7217,296.4284,289.0697,294.4894,6216153
1/22/2010,285.1543,288.2357,270.1818,277.8347,6782023
1/25/2010,276.1072,277.7678,270.5101,272.7782,4418592
1/26/2010,271.7528,277.6276,270.9042,274.0007,4355462
1/27/2010,273.4198,276.6426,270.4091,273.8391,3963142
1/28/2010,275.0463,276.3142,268.0299,269.8939,3226415
1/29/2010,272.0155,273.2783,265.5092,267.6985,4138574
2/1/2010,270.0515,270.6617,267.8783,269.2523,2244368
2/2/2010,270.2298,270.2323,266.5195,268.2926,4094110
2/3/2010,267.055,273.8391,266.8327,273.1925,2997095
